dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_bin,hum_bin,wind_bin,is_weekend
2011-05-30,2,0,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,26,53,79,"(0.608, 0.706]","(0.9, 1.0]","(0.0851, 0.17]",0
2011-05-30,2,0,5,2,1,1,0,1,0.64,0.5606,0.94,0.194,17,28,45,"(0.608, 0.706]","(0.9, 1.0]","(0.17, 0.255]",0
2011-05-30,2,0,5,3,1,1,0,1,0.64,0.5606,0.94,0.194,10,8,18,"(0.608, 0.706]","(0.9, 1.0]","(0.17, 0.255]",0
2011-05-30,2,0,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,2,4,6,"(0.608, 0.706]","(0.9, 1.0]","(0.0851, 0.17]",0
2011-05-30,2,0,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,1,6,7,"(0.608, 0.706]","(0.9, 1.0]","(0.0851, 0.17]",0
2011-05-30,2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10,16,"(0.608, 0.706]","(0.9, 1.0]","(0.0851, 0.17]",0
2011-05-30,2,0,5,7,1,1,0,2,0.64,0.5606,0.94,0.0,12,19,31,"(0.608, 0.706]","(0.9, 1.0]","(-0.000851, 0.0851]",0
2011-05-30,2,0,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,36,58,94,"(0.608, 0.706]","(0.8, 0.9]","(0.0851, 0.17]",0
2011-05-30,2,0,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,47,81,128,"(0.706, 0.804]","(0.7, 0.8]","(0.0851, 0.17]",0
2011-05-30,2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,116,153,269,"(0.706, 0.804]","(0.5, 0.6]","(0.17, 0.255]",0
2011-05-30,2,0,5,11,1,1,0,1,0.82,0.7727,0.52,0.0,153,168,321,"(0.804, 0.902]","(0.5, 0.6]","(-0.000851, 0.0851]",0
2011-05-30,2,0,5,12,1,1,0,1,0.86,0.803,0.47,0.1045,179,187,366,"(0.804, 0.902]","(0.4, 0.5]","(0.0851, 0.17]",0
2011-05-30,2,0,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,133,217,350,"(0.804, 0.902]","(0.4, 0.5]","(0.0851, 0.17]",0
2011-05-30,2,0,5,14,1,1,0,1,0.88,0.803,0.39,0.0,142,185,327,"(0.804, 0.902]","(0.3, 0.4]","(-0.000851, 0.0851]",0
2011-05-30,2,0,5,15,1,1,0,1,0.88,0.803,0.39,0.2537,132,179,311,"(0.804, 0.902]","(0.3, 0.4]","(0.17, 0.255]",0
2011-05-30,2,0,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,101,208,309,"(0.804, 0.902]","(0.3, 0.4]","(0.255, 0.34]",0
2011-05-30,2,0,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,102,202,304,"(0.804, 0.902]","(0.4, 0.5]","(0.17, 0.255]",0
2011-05-30,2,0,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,77,172,249,"(0.804, 0.902]","(0.4, 0.5]","(0.0851, 0.17]",0
2011-05-30,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,68,157,225,"(0.51, 0.608]","(0.4, 0.5]","(0.0851, 0.17]",0
2011-05-30,2,0,5,20,1,1,0,1,0.76,0.7121,0.58,0.0,69,168,237,"(0.706, 0.804]","(0.5, 0.6]","(-0.000851, 0.0851]",0
2011-05-30,2,0,5,21,1,1,0,1,0.74,0.697,0.7,0.1343,42,107,149,"(0.706, 0.804]","(0.6, 0.7]","(0.0851, 0.17]",0
2011-05-30,2,0,5,22,1,1,0,1,0.72,0.697,0.74,0.1642,26,80,106,"(0.706, 0.804]","(0.7, 0.8]","(0.0851, 0.17]",0
2011-05-30,2,0,5,23,1,1,0,1,0.7,0.6667,0.84,0.1045,14,34,48,"(0.608, 0.706]","(0.8, 0.9]","(0.0851, 0.17]",0
2011-05-31,2,0,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,9,20,29,"(0.608, 0.706]","(0.7, 0.8]","(0.0851, 0.17]",0
2011-05-31,2,0,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,8,9,17,"(0.608, 0.706]","(0.8, 0.9]","(0.0851, 0.17]",0
2011-05-31,2,0,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,5,7,12,"(0.608, 0.706]","(0.9, 1.0]","(0.0851, 0.17]",0
2011-05-31,2,0,5,3,0,2,1,2,0.64,0.5606,0.94,0.0,1,3,4,"(0.608, 0.706]","(0.9, 1.0]","(-0.000851, 0.0851]",0
2011-05-31,2,0,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,3,3,"(0.608, 0.706]","(0.8, 0.9]","(0.0851, 0.17]",0
2011-05-31,2,0,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0,26,26,"(0.608, 0.706]","(0.8, 0.9]","(0.0851, 0.17]",0
2011-05-31,2,0,5,6,0,2,1,1,0.68,0.6364,0.79,0.0896,11,98,109,"(0.608, 0.706]","(0.7, 0.8]","(0.0851, 0.17]",0
2011-05-31,2,0,5,7,0,2,1,1,0.74,0.697,0.66,0.1045,16,219,235,"(0.706, 0.804]","(0.6, 0.7]","(0.0851, 0.17]",0
2011-05-31,2,0,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,34,372,406,"(0.706, 0.804]","(0.5, 0.6]","(0.0851, 0.17]",0
2011-05-31,2,0,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,22,153,175,"(0.706, 0.804]","(0.5, 0.6]","(0.0851, 0.17]",0
2011-05-31,2,0,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,37,72,109,"(0.804, 0.902]","(0.5, 0.6]","(0.0851, 0.17]",0
2011-05-31,2,0,5,11,0,2,1,1,0.86,0.803,0.47,0.0,28,78,106,"(0.804, 0.902]","(0.4, 0.5]","(-0.000851, 0.0851]",0
2011-05-31,2,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,37,125,162,"(0.804, 0.902]","(0.4, 0.5]","(0.0851, 0.17]",0
2011-05-31,2,0,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,37,110,147,"(0.804, 0.902]","(0.3, 0.4]","(0.0851, 0.17]",0
2011-05-31,2,0,5,14,0,2,1,1,0.9,0.8182,0.37,0.0,41,99,140,"(0.804, 0.902]","(0.3, 0.4]","(-0.000851, 0.0851]",0
2011-05-31,2,0,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,42,133,175,"(0.804, 0.902]","(0.3, 0.4]","(0.0851, 0.17]",0
2011-05-31,2,0,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,44,205,249,"(0.804, 0.902]","(0.3, 0.4]","(0.0851, 0.17]",0
2011-05-31,2,0,5,17,0,2,1,1,0.84,0.803,0.53,0.2239,67,428,495,"(0.804, 0.902]","(0.5, 0.6]","(0.17, 0.255]",0
2011-05-31,2,0,5,18,0,2,1,1,0.84,0.803,0.53,0.194,55,362,417,"(0.804, 0.902]","(0.5, 0.6]","(0.17, 0.255]",0
2011-05-31,2,0,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246,285,"(0.706, 0.804]","(0.6, 0.7]","(0.0851, 0.17]",0
2011-05-31,2,0,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,38,213,251,"(0.706, 0.804]","(0.6, 0.7]","(0.0851, 0.17]",0
2011-05-31,2,0,5,21,0,2,1,1,0.76,0.7273,0.66,0.1045,45,165,210,"(0.706, 0.804]","(0.6, 0.7]","(0.0851, 0.17]",0
2011-05-31,2,0,5,22,0,2,1,1,0.74,0.697,0.7,0.1642,42,117,159,"(0.706, 0.804]","(0.6, 0.7]","(0.0851, 0.17]",0
2011-05-31,2,0,5,23,0,2,1,1,0.72,0.697,0.79,0.0896,15,46,61,"(0.706, 0.804]","(0.7, 0.8]","(0.0851, 0.17]",0
2011-06-01,2,0,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,9,25,34,"(0.608, 0.706]","(0.7, 0.8]","(0.0851, 0.17]",0
2011-06-01,2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9,17,"(0.608, 0.706]","(0.8, 0.9]","(0.17, 0.255]",0
2011-06-01,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3,3,"(0.608, 0.706]","(0.7, 0.8]","(0.0851, 0.17]",0
2011-06-01,2,0,6,3,0,3,1,1,0.68,0.6364,0.89,0.194,0,6,6,"(0.608, 0.706]","(0.8, 0.9]","(0.17, 0.255]",0
2011-06-01,2,0,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0,4,4,"(0.608, 0.706]","(0.8, 0.9]","(0.17, 0.255]",0
2011-06-01,2,0,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,2,19,21,"(0.608, 0.706]","(0.8, 0.9]","(0.0851, 0.17]",0
2011-06-01,2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7,121,128,"(0.608, 0.706]","(0.8, 0.9]","(0.0851, 0.17]",0
2011-06-01,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,19,265,284,"(0.608, 0.706]","(0.7, 0.8]","(0.0851, 0.17]",0
2011-06-01,2,0,6,8,0,3,1,2,0.72,0.697,0.79,0.194,37,417,454,"(0.706, 0.804]","(0.7, 0.8]","(0.17, 0.255]",0
2011-06-01,2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34,173,207,"(0.706, 0.804]","(0.7, 0.8]","(0.17, 0.255]",0
2011-06-01,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115,"(0.706, 0.804]","(0.7, 0.8]","(0.17, 0.255]",0
2011-06-01,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,26,86,112,"(0.804, 0.902]","(0.5, 0.6]","(0.17, 0.255]",0
2011-06-01,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,32,137,169,"(0.804, 0.902]","(0.5, 0.6]","(-0.000851, 0.0851]",0
2011-06-01,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,29,125,154,"(0.804, 0.902]","(0.3, 0.4]","(0.17, 0.255]",0
2011-06-01,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105,145,"(0.804, 0.902]","(0.3, 0.4]","(0.17, 0.255]",0
2011-06-01,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152,"(0.804, 0.902]","(0.3, 0.4]","(0.255, 0.34]",0
2011-06-01,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,39,227,266,"(0.804, 0.902]","(0.4, 0.5]","(0.255, 0.34]",0
2011-06-01,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,52,434,486,"(0.804, 0.902]","(0.4, 0.5]","(0.255, 0.34]",0
2011-06-01,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309,"(0.804, 0.902]","(0.5, 0.6]","(0.34, 0.425]",0
2011-06-01,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248,264,"(0.706, 0.804]","(0.7, 0.8]","(0.0851, 0.17]",0
2011-06-01,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233,256,"(0.706, 0.804]","(0.7, 0.8]","(0.17, 0.255]",0
2011-06-01,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,29,161,190,"(0.706, 0.804]","(0.6, 0.7]","(0.255, 0.34]",0
2011-06-01,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,14,115,129,"(0.706, 0.804]","(0.6, 0.7]","(0.0851, 0.17]",0
2011-06-01,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59,69,"(0.706, 0.804]","(0.5, 0.6]","(0.0851, 0.17]",0
2011-06-02,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31,42,"(0.706, 0.804]","(0.3, 0.4]","(0.34, 0.425]",0
2011-06-02,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,3,12,15,"(0.706, 0.804]","(0.3, 0.4]","(0.0851, 0.17]",0
2011-06-02,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,0,6,6,"(0.608, 0.706]","(0.3, 0.4]","(-0.000851, 0.0851]",0
2011-06-02,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,4,"(0.608, 0.706]","(0.4, 0.5]","(0.0851, 0.17]",0
2011-06-02,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,0,3,3,"(0.608, 0.706]","(0.4, 0.5]","(0.17, 0.255]",0
2011-06-02,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28,31,"(0.608, 0.706]","(0.3, 0.4]","(0.17, 0.255]",0
2011-06-02,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106,113,"(0.608, 0.706]","(0.3, 0.4]","(0.0851, 0.17]",0
2011-06-02,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304,"(0.608, 0.706]","(0.3, 0.4]","(0.17, 0.255]",0
2011-06-02,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442,467,"(0.608, 0.706]","(0.3, 0.4]","(0.255, 0.34]",0
2011-06-02,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225,"(0.706, 0.804]","(0.2, 0.3]","(0.34, 0.425]",0
2011-06-02,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139,"(0.706, 0.804]","(0.2, 0.3]","(0.425, 0.51]",0
2011-06-02,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123,165,"(0.706, 0.804]","(0.2, 0.3]","(0.34, 0.425]",0
2011-06-02,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232,"(0.706, 0.804]","(0.2, 0.3]","(0.425, 0.51]",0
2011-06-02,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203,"(0.706, 0.804]","(0.2, 0.3]","(0.34, 0.425]",0
2011-06-02,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185,"(0.706, 0.804]","(0.2, 0.3]","(0.255, 0.34]",0
2011-06-02,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188,"(0.706, 0.804]","(0.2, 0.3]","(0.34, 0.425]",0
2011-06-02,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318,"(0.706, 0.804]","(0.2, 0.3]","(0.425, 0.51]",0
2011-06-02,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484,572,"(0.706, 0.804]","(0.1, 0.2]","(0.51, 0.595]",0
2011-06-02,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525,"(0.706, 0.804]","(0.2, 0.3]","(0.34, 0.425]",0
2011-06-02,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379,"(0.706, 0.804]","(0.2, 0.3]","(0.255, 0.34]",0
2011-06-02,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,51,286,337,"(0.608, 0.706]","(0.2, 0.3]","(0.17, 0.255]",0
2011-06-02,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,33,215,248,"(0.608, 0.706]","(0.3, 0.4]","(0.17, 0.255]",0
2011-06-02,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155,"(0.608, 0.706]","(0.3, 0.4]","(0.17, 0.255]",0
2011-06-02,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112,"(0.608, 0.706]","(0.3, 0.4]","(0.17, 0.255]",0
2011-06-03,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68,"(0.608, 0.706]","(0.3, 0.4]","(0.255, 0.34]",0
2011-06-03,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22,"(0.51, 0.608]","(0.3, 0.4]","(0.34, 0.425]",0
2011-06-03,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12,"(0.51, 0.608]","(0.4, 0.5]","(0.17, 0.255]",0
2011-06-03,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5,"(0.51, 0.608]","(0.4, 0.5]","(0.17, 0.255]",0
2011-06-03,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6,"(0.51, 0.608]","(0.4, 0.5]","(0.255, 0.34]",0
2011-06-03,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28,"(0.51, 0.608]","(0.4, 0.5]","(0.34, 0.425]",0
2011-06-03,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106,"(0.51, 0.608]","(0.4, 0.5]","(0.255, 0.34]",0
2011-06-03,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277,"(0.51, 0.608]","(0.4, 0.5]","(0.17, 0.255]",0
2011-06-03,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502,"(0.51, 0.608]","(0.4, 0.5]","(0.255, 0.34]",0
2011-06-03,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230,"(0.51, 0.608]","(0.3, 0.4]","(0.0851, 0.17]",0
2011-06-03,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161,"(0.608, 0.706]","(0.3, 0.4]","(0.17, 0.255]",0
2011-06-03,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192,"(0.608, 0.706]","(0.3, 0.4]","(0.255, 0.34]",0
2011-06-03,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259,"(0.608, 0.706]","(0.2, 0.3]","(0.255, 0.34]",0
2011-06-03,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248,"(0.608, 0.706]","(0.2, 0.3]","(0.17, 0.255]",0
2011-06-03,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240,"(0.608, 0.706]","(0.2, 0.3]","(0.255, 0.34]",0
2011-06-03,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212,"(0.608, 0.706]","(0.2, 0.3]","(0.255, 0.34]",0
2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349,"(0.706, 0.804]","(0.2, 0.3]","(0.255, 0.34]",0
2011-06-03,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558,"(0.706, 0.804]","(0.2, 0.3]","(0.255, 0.34]",0
2011-06-03,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564,"(0.608, 0.706]","(0.2, 0.3]","(0.255, 0.34]",0
2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391,"(0.608, 0.706]","(0.2, 0.3]","(0.255, 0.34]",0
2011-06-03,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293,"(0.608, 0.706]","(0.2, 0.3]","(0.0851, 0.17]",0
2011-06-03,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247,"(0.608, 0.706]","(0.2, 0.3]","(0.0851, 0.17]",0
2011-06-03,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,26,145,171,"(0.608, 0.706]","(0.3, 0.4]","(-0.000851, 0.0851]",0
2011-06-03,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171,"(0.51, 0.608]","(0.4, 0.5]","(0.0851, 0.17]",0
2011-06-04,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,24,69,93,"(0.51, 0.608]","(0.5, 0.6]","(-0.000851, 0.0851]",1
2011-06-04,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,94,"(0.51, 0.608]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-04,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,18,41,59,"(0.51, 0.608]","(0.5, 0.6]","(0.17, 0.255]",1
2011-06-04,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18,"(0.51, 0.608]","(0.5, 0.6]","(0.0851, 0.17]",1
2011-06-04,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15,"(0.51, 0.608]","(0.5, 0.6]","(0.0851, 0.17]",1
2011-06-04,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,3,5,8,"(0.412, 0.51]","(0.6, 0.7]","(-0.000851, 0.0851]",1
2011-06-04,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,11,17,28,"(0.51, 0.608]","(0.5, 0.6]","(-0.000851, 0.0851]",1
2011-06-04,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,27,60,87,"(0.51, 0.608]","(0.5, 0.6]","(-0.000851, 0.0851]",1
2011-06-04,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96,125,"(0.51, 0.608]","(0.4, 0.5]","(0.0851, 0.17]",1
2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224,"(0.608, 0.706]","(0.4, 0.5]","(0.0851, 0.17]",1
2011-06-04,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317,"(0.608, 0.706]","(0.3, 0.4]","(0.0851, 0.17]",1
2011-06-04,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369,"(0.608, 0.706]","(0.3, 0.4]","(0.0851, 0.17]",1
2011-06-04,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420,"(0.608, 0.706]","(0.3, 0.4]","(0.0851, 0.17]",1
2011-06-04,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268,456,"(0.706, 0.804]","(0.2, 0.3]","(0.0851, 0.17]",1
2011-06-04,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258,451,"(0.706, 0.804]","(0.3, 0.4]","(0.17, 0.255]",1
2011-06-04,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224,404,"(0.706, 0.804]","(0.2, 0.3]","(0.34, 0.425]",1
2011-06-04,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272,440,"(0.706, 0.804]","(0.2, 0.3]","(0.0851, 0.17]",1
2011-06-04,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344,"(0.706, 0.804]","(0.3, 0.4]","(0.17, 0.255]",1
2011-06-04,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341,"(0.706, 0.804]","(0.2, 0.3]","(0.0851, 0.17]",1
2011-06-04,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285,"(0.608, 0.706]","(0.3, 0.4]","(0.0851, 0.17]",1
2011-06-04,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149,239,"(0.608, 0.706]","(0.4, 0.5]","(0.0851, 0.17]",1
2011-06-04,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185,"(0.608, 0.706]","(0.4, 0.5]","(0.0851, 0.17]",1
2011-06-04,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190,"(0.608, 0.706]","(0.5, 0.6]","(0.17, 0.255]",1
2011-06-04,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,29,121,150,"(0.608, 0.706]","(0.5, 0.6]","(-0.000851, 0.0851]",1
2011-06-05,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113,"(0.608, 0.706]","(0.5, 0.6]","(0.0851, 0.17]",1
2011-06-05,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27,"(0.51, 0.608]","(0.7, 0.8]","(0.17, 0.255]",1
2011-06-05,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98,"(0.51, 0.608]","(0.7, 0.8]","(0.17, 0.255]",1
2011-06-05,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164,"(0.51, 0.608]","(0.7, 0.8]","(0.17, 0.255]",1
2011-06-05,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251,"(0.608, 0.706]","(0.7, 0.8]","(0.0851, 0.17]",1
2011-06-05,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385,"(0.608, 0.706]","(0.5, 0.6]","(0.0851, 0.17]",1
2011-06-05,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,161,256,417,"(0.608, 0.706]","(0.5, 0.6]","(-0.000851, 0.0851]",1
2011-06-05,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398,"(0.706, 0.804]","(0.5, 0.6]","(0.0851, 0.17]",1
2011-06-05,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126,264,390,"(0.706, 0.804]","(0.5, 0.6]","(-0.000851, 0.0851]",1
2011-06-05,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363,"(0.608, 0.706]","(0.5, 0.6]","(0.0851, 0.17]",1
2011-06-05,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357,"(0.608, 0.706]","(0.6, 0.7]","(0.0851, 0.17]",1
2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279,"(0.608, 0.706]","(0.6, 0.7]","(0.17, 0.255]",1
2011-06-05,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165,"(0.608, 0.706]","(0.7, 0.8]","(0.0851, 0.17]",1
2011-06-05,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130,"(0.608, 0.706]","(0.7, 0.8]","(0.17, 0.255]",1
